case_id,track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width,track_to_predict,interesting_agent
1.0,8,1,100,car,1060.56,976.187,-9.51,5.544,2.614,4.47,1.81,1,1
1.0,8,2,200,car,1059.611,976.745,-9.515,5.586,2.611,4.47,1.81,1,1
1.0,8,3,300,car,1058.662,977.307,-9.52,5.631,2.607,4.47,1.81,1,1
1.0,8,4,400,car,1057.712,977.874,-9.523,5.676,2.604,4.47,1.81,1,1
1.0,8,5,500,car,1056.762,978.446,-9.524,5.722,2.6010000000000004,4.47,1.81,1,1
1.0,8,6,600,car,1055.812,979.023,-9.522,5.768,2.597,4.47,1.81,1,1
1.0,8,7,700,car,1054.863,979.604,-9.516,5.814,2.593,4.47,1.81,1,1
1.0,8,8,800,car,1053.914,980.19,-9.507,5.86,2.589,4.47,1.81,1,1
1.0,8,9,900,car,1052.966,980.781,-9.494,5.904,2.585,4.47,1.81,1,1
1.0,8,10,1000,car,1052.02,981.376,-9.477,5.946000000000001,2.5810000000000004,4.47,1.81,1,1
2.0,1,1,100,car,1005.947,1020.796,-8.522,8.618,2.351,4.0,1.65,0.0,0.0
2.0,1,2,200,car,1005.099,1021.663,-8.465,8.651,2.345,4.0,1.65,0.0,0.0
2.0,1,3,300,car,1004.257,1022.532,-8.415,8.68,2.341,4.0,1.65,0.0,0.0
2.0,1,4,400,car,1003.419,1023.403,-8.372,8.705,2.337,4.0,1.65,0.0,0.0
2.0,1,5,500,car,1002.585,1024.277,-8.335,8.728,2.333,4.0,1.65,0.0,0.0
2.0,1,6,600,car,1001.754,1025.152,-8.304,8.747,2.33,4.0,1.65,0.0,0.0
2.0,1,7,700,car,1000.926,1026.029,-8.277999999999999,8.766,2.3280000000000003,4.0,1.65,0.0,0.0
2.0,1,8,800,car,1000.1,1026.908,-8.255,8.783999999999999,2.325,4.0,1.65,0.0,0.0
2.0,1,9,900,car,999.277,1027.788,-8.234,8.802,2.323,4.0,1.65,0.0,0.0
2.0,1,10,1000,car,998.456,1028.67,-8.214,8.821,2.321,4.0,1.65,0.0,0.0
2.0,3,1,100,car,1030.788,995.992,-9.573,6.99,2.511,8.34,2.5,0.0,0.0
2.0,3,2,200,car,1029.838,996.7,-9.488,7.028,2.504,8.34,2.5,0.0,0.0
2.0,3,3,300,car,1028.896,997.413,-9.402,7.069,2.497,8.34,2.5,0.0,0.0
2.0,3,4,400,car,1027.963,998.129,-9.32,7.115,2.49,8.34,2.5,0.0,0.0
2.0,3,5,500,car,1027.039,998.851,-9.243,7.167999999999999,2.482,8.34,2.5,0.0,0.0
2.0,3,6,600,car,1026.122,999.578,-9.176,7.229,2.474,8.34,2.5,0.0,0.0
2.0,3,7,700,car,1025.213,1000.311,-9.119,7.301,2.467,8.34,2.5,0.0,0.0
2.0,3,8,800,car,1024.309,1001.051,-9.075,7.383999999999999,2.459,8.34,2.5,0.0,0.0
2.0,3,9,900,car,1023.41,1001.8,-9.043,7.48,2.451,8.34,2.5,0.0,0.0
2.0,3,10,1000,car,1022.515,1002.558,-9.024,7.588999999999999,2.442,8.34,2.5,0.0,0.0
2.0,7,2,200,car,1091.993,961.577,-7.237999999999999,2.955,2.754,3.31,1.54,0.0,0.0
2.0,7,3,300,car,1091.27,961.875,-7.252000000000001,2.9760000000000004,2.752,3.31,1.54,0.0,0.0
2.0,7,4,400,car,1090.546,962.175,-7.278,3.004,2.75,3.31,1.54,0.0,0.0
2.0,7,5,500,car,1089.819,962.478,-7.315,3.0380000000000003,2.748,3.31,1.54,0.0,0.0
2.0,7,6,600,car,1089.089,962.784,-7.358,3.076,2.7460000000000004,3.31,1.54,0.0,0.0
2.0,7,7,700,car,1088.354,963.095,-7.406000000000001,3.1180000000000003,2.7430000000000003,3.31,1.54,0.0,0.0
2.0,7,8,800,car,1087.615,963.41,-7.455,3.1630000000000003,2.74,3.31,1.54,0.0,0.0
2.0,7,9,900,car,1086.871,963.729,-7.504,3.21,2.737,3.31,1.54,0.0,0.0
2.0,7,10,1000,car,1086.122,964.054,-7.55,3.258,2.734,3.31,1.54,0.0,0.0
2.0,2,1,100,car,1039.704,986.815,-7.315,4.685,2.572,5.17,1.99,1,0.0
2.0,2,2,200,car,1038.973,987.284,-7.326,4.697,2.572,5.17,1.99,1,0.0
2.0,2,3,300,car,1038.241,987.754,-7.338999999999999,4.71,2.571,5.17,1.99,1,0.0
2.0,2,4,400,car,1037.507,988.226,-7.354,4.726,2.57,5.17,1.99,1,0.0
2.0,2,5,500,car,1036.773,988.7,-7.37,4.743,2.57,5.17,1.99,1,0.0
2.0,2,6,600,car,1036.036,989.175,-7.387,4.763,2.569,5.17,1.99,1,0.0
2.0,2,7,700,car,1035.299,989.653,-7.404,4.785,2.568,5.17,1.99,1,0.0
2.0,2,8,800,car,1034.559,990.133,-7.422000000000001,4.808,2.567,5.17,1.99,1,0.0
2.0,2,9,900,car,1033.818,990.616,-7.439,4.833,2.565,5.17,1.99,1,0.0
2.0,2,10,1000,car,1033.076,991.101,-7.455,4.86,2.564,5.17,1.99,1,0.0
2.0,4,1,100,car,1047.793,984.547,-9.977,6.442,2.568,3.91,1.65,1,0.0
2.0,4,2,200,car,1046.797,985.195,-9.953,6.479,2.565,3.91,1.65,1,0.0
2.0,4,3,300,car,1045.805,985.847,-9.935,6.52,2.5610000000000004,3.91,1.65,1,0.0
2.0,4,4,400,car,1044.814,986.503,-9.921,6.564,2.557,3.91,1.65,1,0.0
2.0,4,5,500,car,1043.8239999999998,987.163,-9.912,6.614,2.553,3.91,1.65,1,0.0
2.0,4,6,600,car,1042.836,987.829,-9.909,6.669,2.549,3.91,1.65,1,0.0
2.0,4,7,700,car,1041.848,988.5,-9.91,6.73,2.545,3.91,1.65,1,0.0
2.0,4,8,800,car,1040.86,989.178,-9.914,6.797999999999999,2.541,3.91,1.65,1,0.0
2.0,4,9,900,car,1039.872,989.863,-9.922,6.872999999999999,2.536,3.91,1.65,1,0.0
2.0,4,10,1000,car,1038.883,990.555,-9.932,6.955,2.531,3.91,1.65,1,0.0
2.0,5,1,100,car,1061.435,976.056,-10.619000000000002,5.954,2.631,4.52,1.75,1,0.0
2.0,5,2,200,car,1060.376,976.656,-10.62,6.021,2.6260000000000003,4.52,1.75,1,0.0
2.0,5,3,300,car,1059.317,977.264,-10.616,6.085,2.6210000000000004,4.52,1.75,1,0.0
2.0,5,4,400,car,1058.259,977.878,-10.605,6.145,2.616,4.52,1.75,1,0.0
2.0,5,5,500,car,1057.202,978.497,-10.587,6.199,2.612,4.52,1.75,1,0.0
2.0,5,6,600,car,1056.146,979.123,-10.562,6.249,2.607,4.52,1.75,1,0.0
2.0,5,7,700,car,1055.093,979.753,-10.531,6.295,2.603,4.52,1.75,1,0.0
2.0,5,8,800,car,1054.043,980.387,-10.493,6.335,2.5980000000000003,4.52,1.75,1,0.0
2.0,5,9,900,car,1052.996,981.026,-10.448,6.371,2.594,4.52,1.75,1,0.0
2.0,5,10,1000,car,1051.954,981.668,-10.398,6.404,2.59,4.52,1.75,1,0.0
2.0,6,1,100,car,1086.271,964.335,-8.059,3.645,2.717,3.89,1.74,1,1
2.0,6,2,200,car,1085.465,964.701,-8.075,3.659,2.716,3.89,1.74,1,1
2.0,6,3,300,car,1084.658,965.068,-8.092,3.675,2.715,3.89,1.74,1,1
2.0,6,4,400,car,1083.849,965.436,-8.11,3.693,2.714,3.89,1.74,1,1
2.0,6,5,500,car,1083.039,965.807,-8.128,3.712,2.713,3.89,1.74,1,1
2.0,6,6,600,car,1082.227,966.179,-8.144,3.731,2.712,3.89,1.74,1,1
2.0,6,7,700,car,1081.413,966.554,-8.158,3.751,2.7110000000000003,3.89,1.74,1,1
2.0,6,8,800,car,1080.598,966.931,-8.168,3.771,2.709,3.89,1.74,1,1
2.0,6,9,900,car,1079.782,967.31,-8.173,3.79,2.707,3.89,1.74,1,1
2.0,6,10,1000,car,1078.966,967.691,-8.173,3.808,2.7060000000000004,3.89,1.74,1,1
3.0,1,1,100,car,1020.682,1007.892,-11.414,9.077,2.47,4.85,1.87,0.0,0.0
3.0,1,2,200,car,1019.547,1008.808,-11.366,9.176,2.462,4.85,1.87,0.0,0.0
3.0,1,3,300,car,1018.417,1009.733,-11.315,9.271,2.455,4.85,1.87,0.0,0.0
3.0,1,4,400,car,1017.292,1010.668,-11.263,9.361,2.448,4.85,1.87,0.0,0.0
3.0,1,5,500,car,1016.172,1011.611,-11.21,9.444,2.441,4.85,1.87,0.0,0.0
3.0,1,6,600,car,1015.056,1012.562,-11.156,9.52,2.435,4.85,1.87,0.0,0.0
3.0,1,7,700,car,1013.946,1013.521,-11.103,9.591,2.4290000000000003,4.85,1.87,0.0,0.0
3.0,1,8,800,car,1012.841,1014.486,-11.050999999999998,9.655,2.424,4.85,1.87,0.0,0.0
3.0,1,9,900,car,1011.741,1015.457,-11.0,9.714,2.418,4.85,1.87,0.0,0.0
3.0,1,10,1000,car,1010.645,1016.434,-10.95,9.769,2.4130000000000003,4.85,1.87,0.0,0.0
3.0,8,8,800,car,1086.885,959.95,-10.694,5.33,2.679,4.72,1.96,0.0,0.0
3.0,8,9,900,car,1085.816,960.485,-10.695,5.346,2.678,4.72,1.96,0.0,0.0
3.0,8,10,1000,car,1084.747,961.021,-10.691,5.36,2.677,4.72,1.96,0.0,0.0
3.0,9,8,800,car,1088.5410000000002,962.269,-12.797,6.382999999999999,2.679,4.47,1.9,0.0,0.0
3.0,9,9,900,car,1087.262,962.909,-12.81,6.404,2.678,4.47,1.9,0.0,0.0
3.0,9,10,1000,car,1085.981,963.55,-12.829,6.428999999999999,2.677,4.47,1.9,0.0,0.0
3.0,3,1,100,car,1038.984,998.852,-12.826,9.092,2.525,4.95,1.87,1,0.0
3.0,3,2,200,car,1037.705,999.767,-12.82,9.186,2.52,4.95,1.87,1,0.0
3.0,3,3,300,car,1036.428,1000.691,-12.808,9.276,2.515,4.95,1.87,1,0.0
3.0,3,4,400,car,1035.151,1001.625,-12.79,9.364,2.51,4.95,1.87,1,0.0
3.0,3,5,500,car,1033.876,1002.567,-12.765999999999998,9.446,2.505,4.95,1.87,1,0.0
3.0,3,6,600,car,1032.604,1003.517,-12.734000000000002,9.522,2.499,4.95,1.87,1,0.0
3.0,3,7,700,car,1031.335,1004.475,-12.693,9.591,2.495,4.95,1.87,1,0.0
3.0,3,8,800,car,1030.07,1005.44,-12.643,9.652,2.49,4.95,1.87,1,0.0
3.0,3,9,900,car,1028.81,1006.411,-12.584,9.704,2.485,4.95,1.87,1,0.0
3.0,3,10,1000,car,1027.556,1007.387,-12.514,9.748,2.48,4.95,1.87,1,0.0
3.0,4,1,100,car,1054.467,985.706,-9.936,6.013,2.597,4.74,1.87,1,0.0
3.0,4,2,200,car,1053.474,986.308,-9.959,6.032,2.597,4.74,1.87,1,0.0
3.0,4,3,300,car,1052.478,986.911,-9.983,6.047999999999999,2.597,4.74,1.87,1,0.0
3.0,4,4,400,car,1051.48,987.516,-10.008,6.062,2.597,4.74,1.87,1,0.0
3.0,4,5,500,car,1050.479,988.122,-10.033,6.073,2.597,4.74,1.87,1,0.0
3.0,4,6,600,car,1049.475,988.729,-10.059,6.082999999999999,2.5980000000000003,4.74,1.87,1,0.0
3.0,4,7,700,car,1048.469,989.337,-10.084,6.091,2.5980000000000003,4.74,1.87,1,0.0
3.0,4,8,800,car,1047.46,989.945,-10.11,6.099,2.599,4.74,1.87,1,0.0
3.0,4,9,900,car,1046.4489999999998,990.554,-10.134,6.107,2.599,4.74,1.87,1,0.0
3.0,4,10,1000,car,1045.435,991.165,-10.159,6.117000000000001,2.6,4.74,1.87,1,0.0
3.0,5,1,100,car,1067.568,977.739,-10.643,6.0520000000000005,2.625,4.58,1.93,1,0.0
3.0,5,2,200,car,1066.506,978.349,-10.579,6.068,2.6210000000000004,4.58,1.93,1,0.0
3.0,5,3,300,car,1065.451,978.96,-10.522,6.084,2.617,4.58,1.93,1,0.0
3.0,5,4,400,car,1064.401,979.572,-10.472,6.098,2.614,4.58,1.93,1,0.0
3.0,5,5,500,car,1063.355,980.185,-10.429,6.11,2.612,4.58,1.93,1,0.0
3.0,5,6,600,car,1062.314,980.798,-10.393,6.119,2.609,4.58,1.93,1,0.0
3.0,5,7,700,car,1061.276,981.412,-10.362,6.124,2.608,4.58,1.93,1,0.0
3.0,5,8,800,car,1060.24,982.026,-10.337,6.125,2.607,4.58,1.93,1,0.0
3.0,5,9,900,car,1059.207,982.639,-10.316,6.121,2.6060000000000003,4.58,1.93,1,0.0
3.0,5,10,1000,car,1058.175,983.251,-10.3,6.112,2.6060000000000003,4.58,1.93,1,0.0
3.0,6,1,100,car,1090.976,972.944,-6.299,3.188,2.673,4.63,1.75,1,0.0
3.0,6,2,200,car,1090.346,973.263,-6.307,3.197,2.672,4.63,1.75,1,0.0
3.0,6,3,300,car,1089.716,973.584,-6.317,3.209,2.672,4.63,1.75,1,0.0
3.0,6,4,400,car,1089.085,973.906,-6.327999999999999,3.2230000000000003,2.6710000000000003,4.63,1.75,1,0.0
3.0,6,5,500,car,1088.453,974.23,-6.341,3.239,2.669,4.63,1.75,1,0.0
3.0,6,6,600,car,1087.819,974.555,-6.356,3.256,2.668,4.63,1.75,1,0.0
3.0,6,7,700,car,1087.185,974.883,-6.372999999999999,3.276,2.667,4.63,1.75,1,0.0
3.0,6,8,800,car,1086.548,975.212,-6.39,3.297,2.665,4.63,1.75,1,0.0
3.0,6,9,900,car,1085.91,975.544,-6.408,3.32,2.664,4.63,1.75,1,0.0
3.0,6,10,1000,car,1085.271,975.878,-6.425,3.343,2.662,4.63,1.75,1,0.0
3.0,7,1,100,car,1087.191,969.808,-13.283,6.678,2.676,5.9,1.94,1,0.0
3.0,7,2,200,car,1085.864,970.479,-13.265999999999998,6.7,2.674,5.9,1.94,1,0.0
3.0,7,3,300,car,1084.539,971.153,-13.243,6.722,2.672,5.9,1.94,1,0.0
3.0,7,4,400,car,1083.217,971.829,-13.215,6.744,2.67,5.9,1.94,1,0.0
3.0,7,5,500,car,1081.897,972.507,-13.183,6.768,2.667,5.9,1.94,1,0.0
3.0,7,6,600,car,1080.581,973.188,-13.147,6.792999999999999,2.665,5.9,1.94,1,0.0
3.0,7,7,700,car,1079.269,973.872,-13.11,6.821000000000001,2.662,5.9,1.94,1,0.0
3.0,7,8,800,car,1077.96,974.56,-13.072,6.851,2.659,5.9,1.94,1,0.0
3.0,7,9,900,car,1076.656,975.25,-13.032,6.884,2.656,5.9,1.94,1,0.0
3.0,7,10,1000,car,1075.356,975.944,-12.992,6.92,2.652,5.9,1.94,1,0.0
3.0,2,1,100,car,1031.62,996.254,-11.577,9.543,2.452,4.37,1.79,1,1
3.0,2,2,200,car,1030.467,997.214,-11.515999999999998,9.604,2.446,4.37,1.79,1,1
3.0,2,3,300,car,1029.32,998.18,-11.458,9.662,2.441,4.37,1.79,1,1
3.0,2,4,400,car,1028.179,999.152,-11.403,9.714,2.436,4.37,1.79,1,1
3.0,2,5,500,car,1027.043,1000.128,-11.35,9.758,2.431,4.37,1.79,1,1
3.0,2,6,600,car,1025.912,1001.108,-11.3,9.795,2.427,4.37,1.79,1,1
3.0,2,7,700,car,1024.785,1002.091,-11.249,9.822,2.424,4.37,1.79,1,1
3.0,2,8,800,car,1023.663,1003.077,-11.197,9.841,2.421,4.37,1.79,1,1
3.0,2,9,900,car,1022.546,1004.064,-11.143,9.851,2.418,4.37,1.79,1,1
3.0,2,10,1000,car,1021.434,1005.052,-11.085,9.854,2.415,4.37,1.79,1,1
4.0,1,1,100,car,1012.49,1024.136,-9.019,7.59,2.442,5.48,1.97,0.0,0.0
4.0,1,2,200,car,1011.594,1024.902,-8.997,7.664,2.436,5.48,1.97,0.0,0.0
4.0,1,3,300,car,1010.701,1025.675,-8.974,7.737999999999999,2.43,5.48,1.97,0.0,0.0
4.0,1,4,400,car,1009.81,1026.457,-8.949,7.812,2.424,5.48,1.97,0.0,0.0
4.0,1,5,500,car,1008.921,1027.245,-8.922,7.885,2.418,5.48,1.97,0.0,0.0
4.0,1,6,600,car,1008.036,1028.0410000000002,-8.892000000000001,7.957999999999999,2.412,5.48,1.97,0.0,0.0
4.0,1,7,700,car,1007.153,1028.844,-8.86,8.03,2.405,5.48,1.97,0.0,0.0
4.0,1,8,800,car,1006.274,1029.655,-8.825,8.101,2.399,5.48,1.97,0.0,0.0
4.0,1,9,900,car,1005.398,1030.472,-8.786,8.17,2.393,5.48,1.97,0.0,0.0
4.0,1,10,1000,car,1004.527,1031.297,-8.744,8.236,2.386,5.48,1.97,0.0,0.0
4.0,2,1,100,car,1010.276,1015.407,-7.546,7.428999999999999,2.364,12.0,2.5,0.0,0.0
4.0,2,2,200,car,1009.529,1016.157,-7.525,7.461,2.36,12.0,2.5,0.0,0.0
4.0,2,3,300,car,1008.783,1016.91,-7.504,7.492999999999999,2.357,12.0,2.5,0.0,0.0
4.0,2,4,400,car,1008.04,1017.667,-7.482,7.527,2.353,12.0,2.5,0.0,0.0
4.0,2,5,500,car,1007.3,1018.427,-7.46,7.561,2.349,12.0,2.5,0.0,0.0
4.0,2,6,600,car,1006.561,1019.19,-7.437,7.596,2.346,12.0,2.5,0.0,0.0
4.0,2,7,700,car,1005.825,1019.957,-7.414,7.63,2.342,12.0,2.5,0.0,0.0
4.0,2,8,800,car,1005.091,1020.728,-7.39,7.664,2.338,12.0,2.5,0.0,0.0
4.0,2,9,900,car,1004.36,1021.501,-7.366,7.697999999999999,2.334,12.0,2.5,0.0,0.0
4.0,2,10,1000,car,1003.631,1022.278,-7.342,7.73,2.33,12.0,2.5,0.0,0.0
4.0,3,1,100,car,990.773,1032.264,-11.028,12.904000000000002,2.278,4.47,1.88,0.0,0.0
4.0,3,2,200,car,989.673,1033.557,-11.009,12.931,2.276,4.47,1.88,0.0,0.0
4.0,3,3,300,car,988.574,1034.851,-10.991,12.953,2.274,4.47,1.88,0.0,0.0
4.0,3,4,400,car,987.477,1036.148,-10.974,12.970999999999998,2.273,4.47,1.88,0.0,0.0
4.0,3,5,500,car,986.381,1037.447,-10.958,12.986,2.272,4.47,1.88,0.0,0.0
4.0,3,6,600,car,985.286,1038.746,-10.942,13.0,2.27,4.47,1.88,0.0,0.0
4.0,3,7,700,car,984.194,1040.048,-10.925999999999998,13.013,2.269,4.47,1.88,0.0,0.0
4.0,11,4,400,car,1078.509,971.756,-10.746,5.852,2.643,4.55,1.97,0.0,0.0
4.0,11,5,500,car,1077.436,972.344,-10.738,5.872999999999999,2.641,4.55,1.97,0.0,0.0
4.0,11,6,600,car,1076.364,972.934,-10.72,5.891,2.639,4.55,1.97,0.0,0.0
4.0,11,7,700,car,1075.293,973.526,-10.691,5.906000000000001,2.637,4.55,1.97,0.0,0.0
4.0,11,8,800,car,1074.226,974.12,-10.652,5.917000000000001,2.635,4.55,1.97,0.0,0.0
4.0,11,9,900,car,1073.162,974.715,-10.606,5.926,2.632,4.55,1.97,0.0,0.0
4.0,11,10,1000,car,1072.104,975.311,-10.555,5.934,2.629,4.55,1.97,0.0,0.0
4.0,12,10,1000,car,1075.511,967.607,-8.892999999999999,4.81,2.6460000000000004,7.58,2.5,0.0,0.0
4.0,4,1,100,car,1026.081,1000.296,-8.235,7.067,2.432,11.24,2.5,1,0.0
4.0,4,2,200,car,1025.268,1001.015,-8.196,7.138,2.425,11.24,2.5,1,0.0
4.0,4,3,300,car,1024.46,1001.741,-8.161,7.211,2.418,11.24,2.5,1,0.0
